key,title,veredict,code,reason
X4S93P8S,Retentive network-based time series anomaly detection in cyber-physical systems,,,
XHEQ98AM,Managing linux servers with LLM-based AI agents: an empirical evaluation with GP,,,
WNH2WTE6,Explainable artificial intelligence models in intrusion detection systems,,,
XJ2GZ5KF,Leveraging federated learning for DoS attack detection in IoT networks based on,,,
X2J35W2D,RAF-AG: report analysis framework for attack path generation,,,
XTE6ITDE,Generative artificial intelligence in healthcare from the perspective of digital,,,
X9CFQ3UG,DongTing: a large-scale dataset for anomaly detection of the linux kernel,,,
XRK4X94E,MFFURL: multi-modal feature fusion-based approach for malicious URL detection,,,
WQR2S3CX,Artificial intelligence as an innovative element of support in policing,,,
X24GPSAD,Fuzzing JavaScript engines with a syntax-aware neural program model,,,
XEPKSUX4,"Otupy: a flexible, portable, and extensible framework for remote control of secu",,,
X6D4FFET,An efficient framework for semantically-correlated term detection and sanitizati,,,
XPNF5FXJ,"Enhanced IoT security: privacy-preserving federated learning model for accurate,",,,
WRPK9D7T,A novel approach for android malware detection based on intelligent computing,,,
XGPTCQMU,Lightweight and robust multi-source domain generalization for classifying intern,,,
WWMGMJ7A,Pheromone-based graph embedding algorithm for ethereum phishing detection,,,
XGKX2K8P,A hybrid CNN-brown-bear optimization framework for enhanced detection of URL phi,,,
X8ZNGVGJ,Optimal operation of grid-friendly megawatt-level ultra-fast EV charging station,,,
XWEAMD9V,"Deep generative models in energy system applications: review, challenges, and fu",,,
XXKMKJHZ,A real-time hostile activities analyses and detection system,,,
XKCFVKB6,The anatomy of deception: measuring technical and human factors of a large-scale,,,
XTABNENF,Defending novice user privacy: an evaluation of default web browser configuratio,,,
XFQ99IV2,DRL-BM: intelligent buffer management in data center network,,,
XT8RZA7D,ARPA-H for radiologists: novel funding opportunities and results of a national s,,,
WUSXINAB,Digital transformation of public health for noncommunicable diseases: narrative,,,
X8XGRGCZ,Integrating the caring life course theory and artificial intelligence applicatio,,,
XR4G2AJX,Designing the future of flight: a socio-technical framework for single-pilot ope,,,
X5VU2XHH,Transforming towards inclusion-by-design: information system design principles s,,,
XZT8PXX6,“Eh? Aye!”: categorisation bias for natural human vs AI-augmented voices is infl,,,
XSKH35UF,Exploring the impact of data poisoning attacks on machine learning model reliabi,,,
WN62JTMN,Distributed machine learning for next-generation communication networks: a surve,,,
WZJ4Q2SR,TitNet: a time-series model based on multi-period nesting for encrypted traffic,,,
XRPBSD3E,Towards human-AI collaboration in the competency-based curriculum development pr,,,
XB6J4CBR,Using sentiment analysis to detect disruptive events in supply chains,,,
WZ3ZKQGX,Secure data communication for wireless mobile nodes in intelligent transportatio,,,
WMRQRRTJ,"Balancing innovation, responsibility, and ethical consideration in AI adoption",,,
XPVFFJFF,Collaborative model-driven software engineering — a systematic survey of practic,,,
XQBD4PQP,Resource consumption analysis of distributed machine learning for the security o,,,
X35H8DE7,How to build new productive forces for traditional chinese medicine industry: in,,,
XPF36CSI,Trustworthy and explainable federated system for extracting descriptive rules in,,,
XVVB5KI4,Revealing the built environment impacts on truck emissions using interpretable m,,,
XFRQSPRU,SMANet: sequence-enhanced multi-head attention network for robust neural semanti,,,
XC6RP7PG,Detecting abusive instagram comments in turkish using convolutional neural netwo,,,
X8CAQVF6,AI as decision aid or delegated agent: the effects of trust dimensions on the ad,,,
XWIZ3WCZ,Comprehensive survey of artificial intelligence techniques and strategies for cl,,,
XHT3694I,Towards practical cancelable biometrics for finger vein recognition,,,
WZT4HKDB,A review of sentiment analysis research in arabic language,,,
WVPWHA27,Computation and communication efficient approach for federated learning based ur,,,
WXBWWV42,Ensuring security of personal data in library services platforms of academic lib,,,
ZFPX8SHB,An explainable and adaptive internet of things intrusion detection system suppor,,,
ZD2HX78R,LLM-AE-MP: web attack detection using a large language model with autoencoder an,,,
ZW67AZ4H,Anomaly detection for blockchain nodes based on eBPF and fine-tuning large langu,,,
ZFMJBKGF,Generative agent-based modeling with large language models for insider threat de,,,
Z6KII29C,Heterogeneous data-driven resolution generation for software systems via large l,,,
ZK4SZGHD,Enhancing user prompt confidentiality in large language models through advanced,,,
ZGJSC9FB,Role of cybersecurity for a secure global communication eco-system: a comprehens,,,
ZNJMKEW9,Context-aware decision making in autonomous vehicles: integrating social behavio,,,
Z77276ES,Vulnerability detection using BERT based LLM model with transparency obligation,,,
ZMI425R3,LLMs are one-shot URL classifiers and explainers,,,
ZZMPBHZH,Stylometry recognizes human and LLM-generated texts in short samples,,,
ZVF8793V,Self-adaptive cyber defense for sustainable IoT: a DRL-based IDS optimizing secu,,,
Z5XIMAFT,Edge propagation for link prediction in requirement-cyber threat intelligence kn,,,
Z6NC3X9T,Adapting convolutional autoencoder for DDoS attack detection via joint reconstru,,,
ZCUW3B6T,Span-level emotion-cause-category triplet extraction with instruction tuning LLM,,,
Z7NEAMRJ,A quantitative framework for the validation of twin-based cyber defense,,,
Z8I45J9I,Automatic phishing website detection and prevention model using transformer deep,,,
ZV43ZWT4,A proactive decoy selection scheme for cyber deception using MITRE ATT&CK,,,
ZXJ3DCBG,Semi-supervised graph anomaly detection via dual-channel reconstruction,,,
ZJARV3PD,APIARY: an API-based automatic rule generator for yara to enhance malware detect,,,
Z3RQTUV4,Augmenting IoT intrusion detection system performance using deep neural燦etwork,,,
ZGTNHAEB,VulTriNet: a software vulnerability detection method based on tri-channel networ,,,
ZX2DUWBN,Ethio-fake: cutting-edge approaches to combat fake news in under-resourced langu,,,
ZFZ6MW7C,Python source code vulnerability detection with named entity recognition,,,
ZMZVGWDC,A lightweight IoT intrusion detection model based on improved BERT-of-theseus,,,
Z45JS2FH,Information fusion in smart agriculture: machine learning applications and futur,,,
Z55E7GI6,Managing emerging port security challenges in developing green and digital shipp,,,
ZKHTCMHC,Towards comprehensive cyberbullying detection: a dataset incorporating aggressiv,,,
ZAXQD7VA,A lightweight embedding method for knowledge graph quality evaluation,,,
ZGTKMUWG,Resource-efficient automatic software vulnerability assessment via knowledge dis,,,
ZKKHRW7W,"Digital, technological and AI skills for smart production work environment",,,
ZE9CBR4I,Pkg2Vec: hierarchical package embedding for code authorship attribution,,,
ZXVZSA5Q,Assessing UML diagrams by GPT: implications for education,,,
ZST2AWT4,Societal impacts of chatbot and mitigation strategies for negative impacts: a la,,,
ZS2HRCPC,Evaluating european maritime infrastructure resilience through constructive simu,,,
ZF7V4CRP,A comprehensive survey of artificial intelligence applications in UAV-enabled wi,,,
ZGIIHUBG,Business and human rights in industry 4.0: a blueprint for collaborative human r,,,
ZEKPGUK8,Deep clustering framework review using multicriteria evaluation,,,
ZS7ADJ8A,Deep learning based emotion analysis of microblog texts,,,
ZXIECPZ9,An examination of herding behavior among tech stock investors in ASEAN-6 countri,,,
ZQU7382W,Human-centric artificial intelligence towards industry 5.0: retrospect and prosp,,,
ZV5R6X7W,"A survey on agents applications in healthcare: opportunities, challenges and tre",,,
Z6ZMB6V5,Blockchain sharding scheme based on generative AI and DRL: applied to building i,,,
Z932ZHQ8,Biometric data landscape in southeast Asia: challenges and opportunities for eff,,,
5JE69KCT,"Towards secure intelligent O-RAN architecture: vulnerabilities, threats and prom",,,
5BTCMKJ4,Enhancing trust in large language models for streamlined decision-making in mili,,,
4VPIPFUA,Elevating cyber threat intelligence against disinformation campaigns with LLM-ba,,,
4JB55ZGK,PageLLM: incremental approach for updating a security knowledge graph by using p,,,
4TUDEVC4,LLM-powered threat intelligence: proactive detection of zero-day attacks in elec,,,
3TUGVV4T,An integrated IDS for the internet of vehicles using a large language model fram,,,
5MZCKE6K,Automatic synthesis of econometric empirical research results using large langua,,,
46RC4ETD,A NLP approach to quantify resilience in cyber-socio-technical systems with LLM,,,
4ZP5DXAU,LPASS: linear probes as stepping stones for vulnerability detection using compre,,,
5FXPSBBR,Intelligent fault diagnosis for CNC through the integration of large language mo,,,
4UVJMMZ5,EnhanceCTI: enhanced semantic filtering and feature extraction framework for ind,,,
58EH353G,Automatic instantiation of assurance cases from patterns using large language mo,,,
5FNWSMHX,LaAeb: a comprehensive log-text analysis based approach for insider threat detec,,,
57MPG2HI,PTFusion: LLM-driven context-aware knowledge fusion for web penetration testing,,,
4IX9GAFM,"Bibliometric analysis of maritime cybersecurity: research status, focus, and per",,,
4DWIKPAT,Cybersecurity preparedness of small-to-medium businesses: a western Australia st,,,
3SCRP3F3,Self-X-based secure human-cyber-physical system (SSHCPS) for autonomous manufact,,,
4PSZISQN,ArtPerception: ASCII art-based jailbreak on LLMs with recognition pre-test,,,
4WFN99SA,Voting-based ensemble classifiers model on ransomware detection for cybersecurit,,,
45JEAF4W,DeTinyLLM: efficient detection of machine-generated text via compact paraphrase,,,
4BRPXCCQ,Ransomware detection and family classification using fine-tuned BERT and RoBERTa,,,
5A5VJEPS,Improving critical infrastructure security through hybrid embeddings for vulnera,,,
4GAQRPHI,Weaponized AI for cyber attacks,,,
5QUQJXAZ,Temporal feature aggregation with attention for insider threat detection from ac,,,
5MHHDDBK,Detecting APT-exploited processes through semantic fusion and interaction predic,,,
4WFUBHKQ,WMPA-ConvBERT-BM: a hybrid deep learning model optimized by whale-marine predato,,,
4UI2TUPW,Artificial intelligence and digital nationalism: a social media discourse analys,,,
4JUA97BZ,"Network intrusion datasets: a survey, limitations, and recommendations",,,
4FP3A62E,M2VMapper: malware-to-vulnerability mapping for android using text processing,,,
5EJ7J36M,"General purpose artificial intelligence systems (GPAIS): properties, definition,",,,
5PWU6JQQ,The DevSafeOps dilemma: a systematic literature review on rapidity in safe auton,,,
42XBHZ8J,CoST: comprehensive structural and temporal learning of social propagation for f,,,
59Z292XQ,Apply transfer learning to cybersecurity: predicting exploitability of vulnerabi,,,
3Z66AQ6B,Enhancing supply chain resilience and efficiency of HVAC systems in semiconducto,,,
4F4BDNHV,One-class classification via generative adversarial and federated distillation,,,
3ZM7PMDN,N-gram MalGAN: evading machine learning detection via feature n-gram,,,
5GET4NVN,Detecting DDoS based on attention mechanism for software-defined networks,,,
557I9WMZ,Intelligent financial system: how AI is transforming finance,,,
457KDB48,Making waves: generative artificial intelligence in water distribution networks:,,,
56NR77PE,Unsupervised learning for community detection in attributed networks based on gr,,,
4CEAXE6E,Security provision for protecting intelligent sensors and zero touch devices by,,,
5B4945T2,VUDENC: vulnerability detection with deep learning on a natural codebase for pyt,,,
52SPNUB6,Broad learning: a GPU-free image-based malware classification,,,
5EJN9TKJ,Formal security analysis for software architecture design: an expressive framewo,,,
4W5NA497,In depth analysis for securing the truth: addressing the fake news challenge wit,,,
49RTWDE6,SybilFlyover: heterogeneous graph-based fake account detection model on social n,,,
3XXDS7TS,"Crypto-cognitive exploitation: integrating cognitive, social, and technological",,,
547ZBD27,Big data as a service and application for indian banking sector,,,
5AA9TBE4,Bayes-based word weighting for enhanced vulnerability classification in critical,,,
4BJPPT32,Unified resilience model using deep learning for assessing power system performa,,,
44JPUCNF,Causality-enhanced system reliability and safety analysis: an overview,,,
3T2F6232,A comprehensive review of synthetic data generation in smart farming by using va,,,
5P3MKSJF,ContractArmor: attack surface generator for smart contracts,,,
4Z39AH5X,Disruptor or enabler? AI and financial system stability,,,
3SQ73XXQ,Practical aspects of designing a human-centred AI system in manufacturing,,,
4FSUVUSB,Who gets the money? A qualitative analysis of fintech lending and credit scoring,,,
4MS42NE3,"Human-centered AI: advancing ethical, transparent, and context-aware systems for",,,
3T8T3ITR,Towards a methodology for ethical artificial intelligence system development: a,,,
5IZDFPED,A risk assessment framework for online transactions via graph neural networks an,,,
47WDKFNI,Development and validation of generative AI competence scale (GenAIComp) among u,,,
5IACCM8R,Production planning and control in industry 4.0: overview on challenges of data-,,,
4NUUXUPS,Impact of ChatGPT and generative AI on lifelong learning and upskilling learners,,,
3TX9QKDN,Artificial intelligence in knowledge management: identifying and addressing the,,,
4MD5ARAR,The metaverse: innovations and generative AI,,,
4MA3EUUW,Hunter: tracing anycast communications to uncover cross-border personal data tra,,,
4MV3Q7XQ,Robotics: enabler and inhibitor of the sustainable development goals,,,
4ZI2B7DC,ExploitGen: template-augmented exploit code generation based on CodeBERT,,,
5JA9V8JU,Bias and discrimination in ML-based systems of administrative decision-making an,,,
48E5XGCX,Advanced multi-model prediction of aircraft engine remaining useful life with ra,,,
5BPG74SD,The decentralisation defence,,,
4M6X5AGJ,A literature review of fault diagnosis based on ensemble learning,,,
47M3URAP,Barriers to district heating deployment: insights from literature and experts,,,
5G3PDVNX,"Distributed artificial intelligence: taxonomy, review, framework, and reference",,,
5MSW9UX8,An automatic software vulnerability classification framework using term frequenc,,,
AHFTRFCI,Development of the machine learning-based safety significant factor inference mo,,,
7EQIV7K9,Explainable artificial intelligence (XAI): what we know and what is left to atta,,,
4JBQJIZZ,Artificial intelligence adoption challenges from healthcare providers’ perspecti,,,
FIHNSQGQ,Advances in emerging digital technologies for energy efficiency and energy integ,,,
GV8EF3PW,Richer document embeddings for author profiling tasks based on a heuristic searc,,,
D5XPU32C,Monitoring tools for DevOps and microservices: a systematic grey literature revi,,,
JUS47HU3,The digital prior restraint: applying human rights safeguards to upload filters,,,
NKKFZ25M,Enhancing wind power prediction with self-attentive variational autoencoders: a,,,
RTFIW9VX,Assessing behavioral data science privacy issues in government artificial intell,,,
QBKGP4G3,Integrating the pressure-state-response model with the extension catastrophe pro,,,
VJWAMN96,Artificial intelligence (AI): multidisciplinary perspectives on emerging challen,,,
T9PPFNVK,Losing control: exposing security weaknesses of kubernetes control plane interfa,,,
Z829MCX9,Beyond code: is there a difference between comments in visual and textual langua,,,
3U8TKUH4,An empirical study of IoT security aspects at sentence-level in developer textua,,,
53D3IK5G,EncryptoVision: a dual-modal fusion-based multi-classification model for encrypt,,,
JJHAJ8HJ,Anticipating compliance. An exploration of foresight initiatives in data protect,,,
FPH528XA,Finding associations between natural and computer languages: a case-study of bil,,,
H3EW5RHT,EUPHORIA: a neural multi-view approach to combine content and behavioral feature,,,
M772GXU9,"A systematic review on ethereum phishing scam detection: challenges, empirical i",,,
QUVWEE8A,"How generative AI reshapes construction and built environment: the good, the bad",,,
MFEMAC2P,The hidden complexities of android TPL detection: an empirical analysis of techn,,,
DUKX2NM3,The end of open source? Regulating open source under the cyber resilience act an,,,
GRV8NGRT,Human-centred cybersecurity for critical infrastructure: the case of the florida,,,
QKEKICA5,Venous thromboembolism in the era of machine learning and artificial intelligenc,,,
PAMQEQ8B,Application of generative artificial intelligence in minimizing cyber attacks on,,,
RZVZNATU,PMANet: malicious URL detection via post-trained language model guided multi-lev,,,
3AJNINAW,Uncovering the risks of digital supply chains: a large language model framework,,,
M3XGPRWV,Detecting hate speech for hindi-english code-mix text data using dual contrastiv,,,
