Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A Survey on Acoustic Side Channel Attacks on Keyboards,Information and Communications Security,,,,10.1007/978-981-97-8798-2_6,Alireza TaheritajarZahra Mahmoudpour HarrisReza Rahaeimehr,2025,https://link.springer.com/chapter/10.1007/978-981-97-8798-2_6,Conference paper
BertHTLG: Graph-Based Microservice Anomaly Detection Through Sentence-Bert Enhancement,Web Information Systems and Applications,,,,10.1007/978-981-99-6222-8_36,Lu ChenQian DangMu ChenBiying SunChunhui DuZiang Lu,2023,https://link.springer.com/chapter/10.1007/978-981-99-6222-8_36,Conference paper
Agentic AI Red Teaming,Securing AI Agents,,,,10.1007/978-3-032-02130-4_8,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_8,Chapter
Ethical Considerations in&#xa0;Artificial Intelligence and&#xa0;Machine Learning,Advances in Computational Intelligence,,,,10.1007/978-3-032-02728-3_3,Manuel RodriguesRita  LinoFernando AlvesPaulo Novais,2026,https://link.springer.com/chapter/10.1007/978-3-032-02728-3_3,Conference paper
Challenging Big Data for studying gender-based violence: a methodological proposal,Quality & Quantity,,,,10.1007/s11135-025-02209-4,Fiorenza DeriuClaudia VillanteMaria Giuseppina MuratoreRaffaella GalloEdoardo Toppetti,2025,https://link.springer.com/article/10.1007/s11135-025-02209-4,Article
"Modelling, Design and Simulation as-a-Service Based on Extended Reality (XR) in Industry 4.0",CIRP Novel Topics in Production Engineering: Volume 1,,,,10.1007/978-3-031-54034-9_4,Dimitris MourtzisS. K. OngXi Vincent WangNikos PanopoulosRainer StarkLihui Wang,2024,https://link.springer.com/chapter/10.1007/978-3-031-54034-9_4,Chapter
A novel approach to voice of customer extraction using GPT-3.5 Turbo: linking advanced NLP and Lean Six Sigma 4.0,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-024-13167-w,Mohammad ShahinF. Frank ChenAli HosseinzadehMazdak MaghanakiAyda Eghbalian,2024,https://link.springer.com/article/10.1007/s00170-024-13167-w,Article
"Quantum federated learning: a comprehensive literature review of foundations, challenges, and future directions",Quantum Machine Intelligence,,,,10.1007/s42484-025-00292-2,Rocco BallesterJesus CerquidesLuis Artiles,2025,https://link.springer.com/article/10.1007/s42484-025-00292-2,Article
Hardly Intelligent Bubbles,The Regulated Internet,,,,10.1007/978-3-031-83635-0_9,Vittorio BertolaStefano Quintarelli,2025,https://link.springer.com/chapter/10.1007/978-3-031-83635-0_9,Chapter
Deep Learning of AI: Kazakhstan’s Case,Advances in Information and Communication,,,,10.1007/978-3-031-84460-7_37,Symbat IssabayevaAliya Katyetova,2025,https://link.springer.com/chapter/10.1007/978-3-031-84460-7_37,Conference paper
Applications,An Introduction to Knowledge Graphs,,,,10.1007/978-3-031-45256-7_25,Umutcan SerlesDieter Fensel,2024,https://link.springer.com/chapter/10.1007/978-3-031-45256-7_25,Chapter
Detecting terrorist influencers using reciprocal human-machine learning: The case of militant Jihadist Da’wa on the Darknet,Humanities and Social Sciences Communications,,,,10.1057/s41599-024-03920-7,Dafna LewinskyDov Te’eniInbal Yahav-ShenbergerDavid G. SchwartzGahl SilvermanYossi Mann,2024,https://link.springer.com/article/10.1057/s41599-024-03920-7,Article
Opportunities and Impacts of GenAI,Generative AI with SAP and Amazon Bedrock,,,,10.1007/979-8-8688-0968-2_3,Miguel Figueiredo,2025,https://link.springer.com/chapter/10.1007/979-8-8688-0968-2_3,Chapter
"Artificial Intelligence in Ambulatory Surgery: Current Applications, Challenges, and Future Directions",Journal of Medical Systems,,,,10.1007/s10916-025-02286-w,Lidi LiuPeng ZhangYu JiaLi HouDongmei PengZhichao LiPeng Liang,2025,https://link.springer.com/article/10.1007/s10916-025-02286-w,Article
Artificial Intelligence Tools and Use Cases in Corporate Finance,"Artificial Intelligence in Accounting, Auditing and Finance",,,,10.1007/978-3-031-87368-3_9,Mohammed Kayode AjapeAdesanmi Timothy Adegbayibi,2025,https://link.springer.com/chapter/10.1007/978-3-031-87368-3_9,Chapter
Adapting security and decentralized knowledge enhancement in federated learning using blockchain technology: literature review,Journal of Big Data,,,,10.1186/s40537-025-01099-5,Menna Mamdouh OrabiOsama EmamHanan Fahmy,2025,https://link.springer.com/article/10.1186/s40537-025-01099-5,Article
"Generative AI’s Implications for Consumers, Employees, Companies, Product Providers, and Investors",Brain Rush,,,,10.1007/979-8-8688-0318-5_8,Peter Cohan,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0318-5_8,Chapter
Exploring the Effect of Malay Text Preprocessing Strategies on Social Media Data for Cyberbullying Classification,Data Science and Emerging Technologies,,,,10.1007/978-981-96-7749-8_29,Wan Ahmad Luqman Wan Ibrisam FikryJasy Suet Yan Liew,2026,https://link.springer.com/chapter/10.1007/978-981-96-7749-8_29,Conference paper
Artificial Intelligence,Understanding the Digital and AI Transformation,,,,10.1007/978-981-96-0033-5_5,Byeong Gi Lee,2025,https://link.springer.com/chapter/10.1007/978-981-96-0033-5_5,Chapter
Empowering scientific discovery with explainable small domain-specific and large language models,Artificial Intelligence Review,,,,10.1007/s10462-025-11365-w,Hengjie YuYizhi WangTao ChengYan YanKenneth A. DawsonSam F. Y. LiYefeng ZhengYaochu Jin,2025,https://link.springer.com/article/10.1007/s10462-025-11365-w,Article
Machine Learning for Volcanology and Volcano Monitoring,Modern Volcano Monitoring,,,,10.1007/978-3-031-86841-2_14,Roberto CarnielSilvina Raquel Guzmán,2025,https://link.springer.com/chapter/10.1007/978-3-031-86841-2_14,Chapter
Deep Learning and Reinforcement Learning Methods for Advancing Sustainable Agricultural and Natural Resource Management,Harnessing Data Science for Sustainable Agriculture and Natural Resource Management,,,,10.1007/978-981-97-7762-4_9,Soumyashree KarJ. Adinarayana,2024,https://link.springer.com/chapter/10.1007/978-981-97-7762-4_9,Chapter
Are K-16 Educators Prepared to Address the Educational and Ethical Ramifications of Artificial Intelligence Software?,Advances in Information and Communication,,,,10.1007/978-3-031-54053-0_28,Julie DelelloWoonhee SungKouider MokhtariTonia De Giuseppe,2024,https://link.springer.com/chapter/10.1007/978-3-031-54053-0_28,Conference paper
Enhancing Transport Efficiency Through Predictive Maintenance: A Machine Learning Approach Using NASA Turbofan Jet Engine Dataset,Proceedings of Tenth International Congress on Information and Communication Technology,,,,10.1007/978-981-96-6441-2_10,Ansh SoniKrish ModiAneri ShahNishant Doshi,2025,https://link.springer.com/chapter/10.1007/978-981-96-6441-2_10,Conference paper
The future of fintech — Towards ubiquitous financial services,Electronic Markets,,,,10.1007/s12525-023-00687-8,Rainer AltGilbert FridgenYounghoon Chang,2024,https://link.springer.com/article/10.1007/s12525-023-00687-8,Article
"A comprehensive review on Arabic offensive language and hate speech detection on social media: methods, challenges and solutions",Social Network Analysis and Mining,,,,10.1007/s13278-024-01258-1,Mahmoud Mohamed AbdelsamieShahira Shaaban AzabHesham A. Hefny,2024,https://link.springer.com/article/10.1007/s13278-024-01258-1,Article
Natural Language Processing with Machine Learning for Security Requirements Analysis: Practical Approaches,CyberSecurity in a DevOps Environment,,,,10.1007/978-3-031-42212-6_2,Andrey SadovykhKirill YakovlevAlexandr NaumchevVladimir Ivanov,2024,https://link.springer.com/chapter/10.1007/978-3-031-42212-6_2,Chapter
"Affordances, constraints, and implications of ChatGPT in education from a social-ecological perspective: A data mining approach",Education and Information Technologies,,,,10.1007/s10639-024-13237-2,Yuchun ZhongJie LianHao HuangHao Deng,2025,https://link.springer.com/article/10.1007/s10639-024-13237-2,Article
Privacy and security in recommenders: an analytical review,Artificial Intelligence Review,,,,10.1007/s10462-025-11333-4,Bolanle Adefowoke OjokohFolasade Olubusola IsinkayeMing ZhangJoshua Joshua TomArome Junior GabrielOlaitan AfolabiBamidele Afolabi,2025,https://link.springer.com/article/10.1007/s10462-025-11333-4,Article
Graph pooling for graph-level representation learning: a survey,Artificial Intelligence Review,,,,10.1007/s10462-024-10949-2,Zhi-Peng LiSi-Guo WangQin-Hu ZhangYi-Jie PanNai-An XiaoJia-Yang GuoChang-An YuanWen-Jian LiuDe-Shuang Huang,2024,https://link.springer.com/article/10.1007/s10462-024-10949-2,Article
Developing Communication Strategies with AI,Artificial Intelligence for Strategic Communication,,,,10.1007/978-981-96-2575-8_4,Karen E. Sutherland,2025,https://link.springer.com/chapter/10.1007/978-981-96-2575-8_4,Chapter
Efficient Deep Learning Method for&#xa0;Detection of&#xa0;Malware Attacks in&#xa0;Internet of&#xa0;Things Networks,Recent Challenges in Intelligent Information and Database Systems,,,,10.1007/978-981-97-5937-8_2,Ikbel HaouasMouna AttiaLazhar HamelMohamed GraietWalid Gaaloul,2024,https://link.springer.com/chapter/10.1007/978-981-97-5937-8_2,Conference paper
Reinforced Intelligence Through Active Interaction in Real World: A Survey on Embodied AI,"International Journal of Control, Automation and Systems",,,,10.1007/s12555-025-0127-1,Wookyong KwonSeungmin BaekJongchan BaekWooSang ShinMinseon GwakPooGyeon ParkSangmoon Lee,2025,https://link.springer.com/article/10.1007/s12555-025-0127-1,Article
Multi-class hate speech detection in the Norwegian language using FAST-RNN and multilingual fine-tuned transformers,Complex & Intelligent Systems,,,,10.1007/s40747-024-01392-5,Ehtesham HashmiSule Yildirim Yayilgan,2024,https://link.springer.com/article/10.1007/s40747-024-01392-5,Article
A Review of Research on Big Data Technology,"Signal and Information Processing, Networking and Computers",,,,10.1007/978-981-97-2116-0_14,Ruochen WangZiyang ZengZhirui Yang,2024,https://link.springer.com/chapter/10.1007/978-981-97-2116-0_14,Conference paper
Design Principles for&#xa0;Collaborative Generative AI Systems in&#xa0;Software Development,Design Science Research for a Resilient Future,,,,10.1007/978-3-031-61175-9_23,Johannes ChenJan Zacharias,2024,https://link.springer.com/chapter/10.1007/978-3-031-61175-9_23,Conference paper
The Fundamentals of Efficient AI Workload Management,Optimizing Generative AI Workloads for Sustainability,,,,10.1007/979-8-8688-0917-0_2,Ishneet Kaur DuaParth Girish Patel,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0917-0_2,Chapter
Sphonic: Development of&#xa0;a&#xa0;Mobile Application Using AI and&#xa0;AR for&#xa0;Learning Biomedical Concepts,Machine Learning Methods in Biomedical Field,,,,10.1007/978-3-031-96328-5_15,Daisy Escobar-CastillejosEnrique Ulises Báez Gómez TagleFernando Mauricio Chavarría-ReyesIñaki Sigüenza-NoriegaIván Cruz-LedesmaHector Miguel Elizondo-EstradaDavid Escobar-Castillejos,2026,https://link.springer.com/chapter/10.1007/978-3-031-96328-5_15,Chapter
Small Languages and&#xa0;Big Models: Using ML to&#xa0;Generate Norwegian Language Social Media Content for&#xa0;Training Purposes,Augmented Cognition,,,,10.1007/978-3-031-61572-6_8,Ole Joachim Arnesen AasenRicardo G. LugoBenjamin J. Knox,2024,https://link.springer.com/chapter/10.1007/978-3-031-61572-6_8,Conference paper
Deep Learning for IoT “Artificial Intelligence of Things (AIoT)”,Deep Learning-Powered Technologies,,,,10.1007/978-3-031-35737-4_3,Khaled Salah Mohamed,2023,https://link.springer.com/chapter/10.1007/978-3-031-35737-4_3,Chapter
Leveraging encoder-only large language models for mobile app review feature extraction,Empirical Software Engineering,,,,10.1007/s10664-025-10660-y,Quim MotgerAlessio MiaschiFelice Dell’OrlettaXavier FranchJordi Marco,2025,https://link.springer.com/article/10.1007/s10664-025-10660-y,Article
Assessing Toxic Chemical Contamination in Drinking Water: Employing Large Language Models to Understand Urban Health Impacts for Sustainable Development,Large Language Models for Sustainable Urban Development,,,,10.1007/978-3-031-86039-3_5,Muhammad MajeedAftab UmarSajjad Hussain SumrraKinza FatimaMaryam AfzaalRukhsana YasminWaseem Ahmed KhattakMaida MobeenMuhammad Ramzan,2025,https://link.springer.com/chapter/10.1007/978-3-031-86039-3_5,Chapter
Fuzzy Embedding to&#xa0;Detect Intrusion in&#xa0;Software-Defined Networks,Intelligent and Fuzzy Systems,,,,10.1007/978-3-031-67195-1_78,Quang-Vinh Dang,2024,https://link.springer.com/chapter/10.1007/978-3-031-67195-1_78,Conference paper
CPS prototype development for AI-based scenario adaptation in flight simulator training,CEAS Aeronautical Journal,,,,10.1007/s13272-025-00870-x,H. LillaO. NiggemannT. Netzel,2025,https://link.springer.com/article/10.1007/s13272-025-00870-x,Article
SmartDelta Methodology: Automated Quality Assurance and&#xa0;Optimization for&#xa0;Incremental System Engineering,The 22nd International Conference on Information Technology-New Generations (ITNG 2025),,,,10.1007/978-3-031-89063-5_56,Benedikt DornauerMichael FeldererMehrdad SaadatmandMuhammad AbbasNicolas BonnotteAndreas DreschinskiEduard Paul EnoiuEray TüzünBaykal Mehmet UçarÖmercan DevranRobin Gröpler,2025,https://link.springer.com/chapter/10.1007/978-3-031-89063-5_56,Conference paper
Digital Twins: On Algorithm-Based Political Participation,Algorithmic Democracy,,,,10.1007/978-3-031-53015-9_4,Domingo García-MarzáPatrici Calvo,2024,https://link.springer.com/chapter/10.1007/978-3-031-53015-9_4,Chapter
Demystifying the Role of Artificial Intelligence in the Digital Communication Strategy of Nigeria’s E-commerce Industry,Media and Communication Systems for Sustainability in Nigeria,,,,10.1007/978-3-031-75221-6_10,Anne Odoh,2025,https://link.springer.com/chapter/10.1007/978-3-031-75221-6_10,Chapter
Networks and Artificial Intelligence in Finance,The Science of Influencers and Superspreaders,,,,10.1007/978-3-031-78058-5_8,Hernán A. MakseMarta Zava,2024,https://link.springer.com/chapter/10.1007/978-3-031-78058-5_8,Chapter
Detection and prevention of SQLI attacks and developing compressive framework using machine learning and hybrid techniques,Journal of Big Data,,,,10.1186/s40537-022-00678-0,Wubetu Barud DemilieFitsum Gizachew Deriba,2022,https://link.springer.com/article/10.1186/s40537-022-00678-0,Article
The Complex Chaos of Cognitive Biases and Emotional Observers,Biologically Inspired Cognitive Architectures 2024,,,,10.1007/978-3-031-76516-2_3,Kyrtin Atreides,2024,https://link.springer.com/chapter/10.1007/978-3-031-76516-2_3,Conference paper
Anthology of ML Based Data Science Applications,Artificial Intelligence Based Smart and Secured Applications,,,,10.1007/978-3-031-86293-9_11,Kinjal D. RavalSridaran RajagopalMeghna Bhatt,2025,https://link.springer.com/chapter/10.1007/978-3-031-86293-9_11,Conference paper
Introduction to Artificial Intelligence (AI),Deploying Artificial Intelligence to Achieve the UN Sustainable Development Goals,,,,10.1007/978-3-031-88423-8_4,Prof. Dr. Eng. Mutambara,2025,https://link.springer.com/chapter/10.1007/978-3-031-88423-8_4,Chapter
"Evaluating the understanding of the ethical and moral challenges of Big Data and AI among Jordanian medical students, physicians in training, and senior practitioners: a cross-sectional study",BMC Medical Ethics,,,,10.1186/s12910-024-01008-0,Abdallah Al-AniAbdallah RayyanAhmad MaswadehHala SultanAhmed AlhammouriHadeel AsfourTariq AlrawajihSarah Al SharieFahed Al KarmiAhmed Mahmoud Al-AzzamAsem MansourMaysa Al-Hussaini,2024,https://link.springer.com/article/10.1186/s12910-024-01008-0,Article
Introduction,Principles of Machine Learning,,,,10.1007/978-981-97-5333-8_1,Wenmin Wang,2025,https://link.springer.com/chapter/10.1007/978-981-97-5333-8_1,Chapter
Securing NLP Systems: A Comprehensive AI-Based Approach,"Security and Information Technologies with AI, Internet Computing and Big-data Applications",,,,10.1007/978-981-97-7786-0_12,Jheng-Jia HuangChih YangWei-Hsueh Wang,2025,https://link.springer.com/chapter/10.1007/978-981-97-7786-0_12,Conference paper
Artificial Intelligence and Its Societal Implications,Technology for Societal Transformation,,,,10.1007/978-981-96-1721-0_9,Habiba Ahmed Hassan,2025,https://link.springer.com/chapter/10.1007/978-981-96-1721-0_9,Chapter
Privacy in AI,Human-Centered AI: An Illustrated Scientific Quest,,,,10.1007/978-3-031-61375-3_9,Esma Aïmeur,2025,https://link.springer.com/chapter/10.1007/978-3-031-61375-3_9,Chapter
Framework and&#xa0;Roadmap for&#xa0;Secure Design and&#xa0;Development of&#xa0;Applications in&#xa0;the&#xa0;Cloud and&#xa0;Mobile Ecosystem,Cybersecurity,,,,10.1007/978-3-031-94855-8_12,Francisco T. ChimucoJoão B. F. SequeirosMário M. FreirePedro R. M. Inácio,2025,https://link.springer.com/chapter/10.1007/978-3-031-94855-8_12,Conference paper
A survey on robustness attacks for deep code models,Automated Software Engineering,,,,10.1007/s10515-024-00464-7,Yubin QuSong HuangYongming Yao,2024,https://link.springer.com/article/10.1007/s10515-024-00464-7,Article
"Model-agnostic explainable artificial intelligence methods in finance: a systematic review, recent developments, limitations, challenges and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11215-9,Farhina Sardar KhanSyed Shahid MazharKashif MazharDhoha A. AlSalehAmir Mazhar,2025,https://link.springer.com/article/10.1007/s10462-025-11215-9,Article
Deploying Agentic AI in Enterprise Environments,Securing AI Agents,,,,10.1007/978-3-032-02130-4_10,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_10,Chapter
Enhancing randomized clinical trials with digital twins,npj Systems Biology and Applications,,,,10.1038/s41540-025-00592-0,Hossein AkbarialiabadAmirmohammad PasdarDédée F. MurrellMehrnaz MostafaviFarhan ShakilEhsan SafaeeSancy A. LeachmanAlireza HaghighiMichelle TarboxChristopher G. BunickAyman Grada,2025,https://link.springer.com/article/10.1038/s41540-025-00592-0,Article
Embodied navigation,Science China Information Sciences,,,,10.1007/s11432-024-4303-8,Yunhao LiuLi LiuYawen ZhengYunhuai LiuFan DangNingbo LiKe Ma,2025,https://link.springer.com/article/10.1007/s11432-024-4303-8,Article
Literature Review: Artificial Intelligence Adoption Within the Accounting Profession Applying the Technology Acceptance Model (3),Towards Digitally Transforming Accounting and Business Processes,,,,10.1007/978-3-031-46177-4_12,Kenneth KayserArnesh Telukdarie,2024,https://link.springer.com/chapter/10.1007/978-3-031-46177-4_12,Conference paper
Deep Learning for Windows Malware Analysis,Cyber Malware,,,,10.1007/978-3-031-34969-0_6,Mohamed BelaouedAbdelouahid DerhabNassira ChekkaiChikh RamdaneNoureddine SeddariAbdelghani BourasZahia Guessoum,2024,https://link.springer.com/chapter/10.1007/978-3-031-34969-0_6,Chapter
ChatGPT Unveiled: Understanding Perceptions of Academic Integrity in Higher Education - A Qualitative Approach,Journal of Academic Ethics,,,,10.1007/s10805-024-09543-6,Silva KarkoulianNiveen SayeghNadeen Sayegh,2024,https://link.springer.com/article/10.1007/s10805-024-09543-6,Article
Exploring privacy mechanisms and metrics in federated learning,Artificial Intelligence Review,,,,10.1007/s10462-025-11170-5,Dhanya ShenoyRadhakrishna BhatKrishna Prakasha K,2025,https://link.springer.com/article/10.1007/s10462-025-11170-5,Article
Overview of AI and ML,The Cybersecurity Trinity,,,,10.1007/979-8-8688-0947-7_2,Donnie W. Wendt,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0947-7_2,Chapter
A digital twin framework for enhancing human–agentic AI–machine collaboration,Journal of Intelligent Manufacturing,,,,10.1007/s10845-025-02637-x,Bernardo NicolettiAndrea Appolloni,2025,https://link.springer.com/article/10.1007/s10845-025-02637-x,Article
Social Bot Detection via&#xa0;Heterogeneous Graph Learning and&#xa0;Sample Balancing Strategies,Big Data and Social Computing,,,,10.1007/978-981-95-0880-8_18,Chenbo FuJianquan QiuFeifan XiongYuchen XiongQifan ZhaoShanqing YuQi XuanYong Min,2026,https://link.springer.com/chapter/10.1007/978-981-95-0880-8_18,Conference paper
AI-Driven Employee Engagement: Transforming Banking Workforce Dynamics Using the BEULA Model,The AI Revolution: Driving Business Innovation and Research,,,,10.1007/978-3-031-54383-8_32,Sonia SelwinHarris SaseendranKoteswara Rao VemavarapuIrfan ShaikhZakir Hossen ShaikhShaista Banu Harris,2024,https://link.springer.com/chapter/10.1007/978-3-031-54383-8_32,Chapter
Performance Analysis of Various Encryption Algorithms for Securing Modules of Educational Chatbot,Inventive Communication and Computational Technologies,,,,10.1007/978-981-97-7710-5_15,Milind ShahAvani VasantPriyanka PatelMittal JoshiMayur ChauhanRoopal Rajput,2024,https://link.springer.com/chapter/10.1007/978-981-97-7710-5_15,Conference paper
Impact of Large Language Models (LLMs) and Artificial Intelligence (AI) on Renewable and Sustainable Energy,Large Language Models for Sustainable Urban Development,,,,10.1007/978-3-031-86039-3_1,Sunil Kumar ChoudharyArindam Mondal,2025,https://link.springer.com/chapter/10.1007/978-3-031-86039-3_1,Chapter
Philosophy and Technology,Controllable Artificial Intelligence and the Future of Law,,,,10.1007/978-981-95-0508-1_3,Hugo Luz dos Santos,2025,https://link.springer.com/chapter/10.1007/978-981-95-0508-1_3,Chapter
"AGI, Governments, and Free Societies",The Art of Digital Governance,,,,10.1007/978-3-032-00514-4_17,Justin B. BullockSamuel HammondSèb Krier,2025,https://link.springer.com/chapter/10.1007/978-3-032-00514-4_17,Chapter
"Divergent priorities, convergent goals: semantic analysis of publications and patents in healthcare smart contracts",Scientometrics,,,,10.1007/s11192-025-05457-1,Serhat BurmaogluEsra Dundar AravacikArif Soyler,2025,https://link.springer.com/article/10.1007/s11192-025-05457-1,Article
Digital Twin Technology In Radiology,Journal of Imaging Informatics in Medicine,,,,10.1007/s10278-025-01597-1,Sara Sadat AghamiriRada AminPouria IsavandSanaz VahdatiAtefeh ZeinoddiniFelipe C. KitamuraLinda MoyTimothy Kline,2025,https://link.springer.com/article/10.1007/s10278-025-01597-1,Article
Artificial Intelligence: New Challenges for Diplomacy,Artificial Intelligence and the New World Order,,,,10.1007/978-3-031-50312-2_7,Fatima Roumate,2024,https://link.springer.com/chapter/10.1007/978-3-031-50312-2_7,Chapter
Evolution of Simulation and Digital Twin in Health Care: From Discovery to Design and Integration,"Digital Twins, Simulation, and the Metaverse",,,,10.1007/978-3-031-69107-2_11,Yue DongAmos LalAlexander S. NivenXiang Zhong,2024,https://link.springer.com/chapter/10.1007/978-3-031-69107-2_11,Chapter
A Deep Learning Model Leveraging Time-Series System Call Data to Detect Malware Attacks in Virtual Machines,International Journal of Computational Intelligence Systems,,,,10.1007/s44196-025-00781-z,A. Alfred Raja MelvinJaspher W. KathrineAndrew JeyaboseD. Cenitta,2025,https://link.springer.com/article/10.1007/s44196-025-00781-z,Article
Enhancing Analytics Pipelines with&#xa0;Advanced Multi-agent Feedback Integration,"Enterprise Applications, Markets and Services in the Finance Industry",,,,10.1007/978-3-031-89933-1_4,Hirad Baradaran RezaeiSiu Lung NgFethi Rabhi,2025,https://link.springer.com/chapter/10.1007/978-3-031-89933-1_4,Conference paper
Language Agents and Malevolent Design,Philosophy & Technology,,,,10.1007/s13347-024-00794-0,Inchul Yum,2024,https://link.springer.com/article/10.1007/s13347-024-00794-0,Article
The Impact of Modern AI in Metadata Management,Human-Centric Intelligent Systems,,,,10.1007/s44230-025-00106-5,Wenli YangRui FuMuhammad Bilal AminByeong Kang,2025,https://link.springer.com/article/10.1007/s44230-025-00106-5,Article
All Your LLMs Belong to&#xa0;Us: Experiments with&#xa0;a&#xa0;New Extortion Phishing Dataset,Data and Applications Security and Privacy XXXVIII,,,,10.1007/978-3-031-65172-4_15,Fatima Zahra QachfarRakesh M. Verma,2024,https://link.springer.com/chapter/10.1007/978-3-031-65172-4_15,Conference paper
Planet Celestor: Introduction to Artificial Intelligence and the Metaverse,The Evolune Metaverse,,,,10.1007/979-8-8688-1588-1_1,Frank LisitanoJohn Hickie,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1588-1_1,Chapter
Ethical AI Testing and Evaluation Against Governance and Frameworks,Engineering Ethics of AI by Design,,,,10.1007/978-981-95-2909-4_11,Muthu Ramachandran,2026,https://link.springer.com/chapter/10.1007/978-981-95-2909-4_11,Chapter
Large language models and the problem of rhetorical debt,AI & SOCIETY,,,,10.1007/s00146-025-02403-w,Marit MacArthur,2025,https://link.springer.com/article/10.1007/s00146-025-02403-w,Article
"A Comprehensive Review of Neuro-symbolic AI for Robustness, Uncertainty Quantification, and Intervenability",Arabian Journal for Science and Engineering,,,,10.1007/s13369-025-10887-3,Kamal AcharyaHoubing Song,2025,https://link.springer.com/article/10.1007/s13369-025-10887-3,Article
Chatbots: A Framework for Improving Information Security Behaviours using ChatGPT,Human Aspects of Information Security and Assurance,,,,10.1007/978-3-031-38530-8_33,Tapiwa Gundu,2023,https://link.springer.com/chapter/10.1007/978-3-031-38530-8_33,Conference paper
Business Process Management and Artificial Intelligence,KI - Künstliche Intelligenz,,,,10.1007/s13218-025-00891-y,Peter FettkeChiara Di Francescomarino,2025,https://link.springer.com/article/10.1007/s13218-025-00891-y,Article
A BERT-Based Chatbot to&#xa0;Support Cancer Treatment Follow-Up,Applied Intelligence and Informatics,,,,10.1007/978-3-031-68639-9_4,Arup Dutta BappyTanjim MahmudM. Shamim KaiserMohammad Shahadat HossainKarl Andersson,2024,https://link.springer.com/chapter/10.1007/978-3-031-68639-9_4,Conference paper
Artificial Intelligence and Quantum Computing,Digital Business and Electronic Commerce,,,,10.1007/978-3-031-50289-7_8,Bernd W. Wirtz,2024,https://link.springer.com/chapter/10.1007/978-3-031-50289-7_8,Chapter
Ensuring Safe Social Navigation via&#xa0;Explainable Probabilistic and&#xa0;Conformal Safety Regions,Explainable Artificial Intelligence,,,,10.1007/978-3-031-63803-9_22,Sara NarteniAlberto CarlevaroJérôme GuzziMaurizio Mongelli,2024,https://link.springer.com/chapter/10.1007/978-3-031-63803-9_22,Conference paper
Introduction to NDE 4.0,Handbook of Nondestructive Evaluation 4.0,,,,10.1007/978-3-030-48200-8_43-3,Johannes VranaNorbert MeyendorfNathan IdaRipudaman Ripi Singh,2024,https://link.springer.com/rwe/10.1007/978-3-030-48200-8_43-3,Living reference work entry
Security Aspects of Digital Identity,Recent Challenges in Intelligent Information and Database Systems,,,,10.1007/978-981-97-5937-8_1,Zoltán BaloghJan FrancistiMarek Hrabčák,2024,https://link.springer.com/chapter/10.1007/978-981-97-5937-8_1,Conference paper
Intellectual Property in the Metaverse and Artificial Intelligence: ChatGPT in the GCC Member States,Intellectual Property and Innovation,,,,10.1007/978-981-96-4020-1_3,Dina Widyaputri Kariodimedjo,2025,https://link.springer.com/chapter/10.1007/978-981-96-4020-1_3,Chapter
The Role of Emerging Artificial Intelligence-Enabled Technologies in Enhancing Sustainable Optimized Business Performance Growth,AI Integration for Business Sustainability,,,,10.1007/978-981-96-3464-4_3,Wasswa Shafik,2025,https://link.springer.com/chapter/10.1007/978-981-96-3464-4_3,Chapter
"Top-ranked U.S. and U.K.’s universities’ first responses to GenAI: key themes, emotions, and pedagogical implications for teaching and learning",Discover Education,,,,10.1007/s44217-024-00211-w,Rita Gill SinghCindy Sing Bik Ngai,2024,https://link.springer.com/article/10.1007/s44217-024-00211-w,Article
An integrated fourfold automation framework for digital twin services in intelligent CNC machining,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-025-16751-w,Hua YangPengcheng WuLinqiong Qiu,2025,https://link.springer.com/article/10.1007/s00170-025-16751-w,Article
Reimaging Peacebuilding on the African Continent: AI an Alternative to Strengthening Institutional Capacities and Conflict Mitigation,Designing Artificial Intelligence for Public Policy and Governance in Africa,,,,10.1007/978-3-031-83445-5_11,Shaun KinnesTshidi Green,2025,https://link.springer.com/chapter/10.1007/978-3-031-83445-5_11,Chapter
The AI Adoption &amp; Management Framework,AI Strategy and Security,,,,10.1007/979-8-8688-1733-5_11,Donnie W. Wendt,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1733-5_11,Chapter
Research on Named Entity Recognition Method of Network Threat Intelligence,Cyber Security,,,,10.1007/978-981-19-8285-9_16,Keke ZhangXu ChenYongjun JingShuyang WangLijun Tang,2022,https://link.springer.com/chapter/10.1007/978-981-19-8285-9_16,Conference paper
Artificial Intelligence and Quantum Computing,Multichannel Marketing,,,,10.1007/978-3-658-44675-8_13,Bernd W. Wirtz,2024,https://link.springer.com/chapter/10.1007/978-3-658-44675-8_13,Chapter
